saddr,success,ttl
31.24.130.156,0,56
31.24.130.180,0,56
31.24.135.92,1,56
31.24.135.6,1,56
31.24.128.192,1,56
31.24.135.134,1,56
31.24.135.184,1,56
31.24.134.248,0,56
31.24.130.145,0,56
31.24.130.190,0,56
31.24.130.70,0,56
31.24.128.227,1,56
31.24.128.85,1,56
31.24.135.24,1,56
31.24.135.47,1,56
31.24.130.253,0,56
31.24.135.27,1,56
31.24.128.228,1,56
31.24.128.107,1,56
31.24.135.42,1,56
31.24.135.2,1,56
31.24.134.90,1,55
31.24.128.40,1,56
31.24.135.9,1,56
31.24.133.101,1,55
31.24.129.60,1,56
31.24.135.108,1,56
31.24.135.1,1,56
31.24.135.242,1,56
31.24.135.114,1,56
31.24.128.239,1,56
31.24.135.32,1,56
31.24.129.104,1,56
31.24.135.55,1,56
31.24.129.24,1,56
31.24.135.232,1,56
31.24.129.58,1,56
31.24.129.14,1,56
31.24.135.100,1,56
31.24.135.193,1,56
31.24.135.81,1,56
31.24.135.135,1,56
31.24.135.34,1,56
31.24.135.142,1,56
31.24.135.35,1,56
31.24.128.249,1,56
31.24.135.160,1,56
31.24.135.132,1,56
31.24.135.196,1,56
31.24.135.141,1,56
31.24.129.44,1,56
31.24.135.236,1,56
31.24.135.56,1,56
31.24.135.159,1,56
31.24.135.119,1,56
31.24.135.130,1,56
31.24.129.41,1,56
31.24.129.8,1,56
31.24.135.243,1,56
31.24.128.234,1,56
31.24.135.189,1,56
31.24.135.240,1,56
31.24.128.250,1,56
31.24.128.225,1,56
31.24.131.250,0,56
31.24.131.207,0,56
31.24.133.115,0,56
