scan_timestamp,run_id,ip,ip_block,port,status,ttl,source
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.2.155,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.1.69,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.5.143,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.9.75,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.7.196,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.0.192,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.1.56,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.160.122,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.167.22,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.5.234,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.165.140,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.165.251,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.2.206,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.161.29,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.3.29,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.161.112,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.166.175,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.167.120,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.3.101,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.6.0,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.165.60,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.165.165,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.9.121,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.4.233,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.6.128,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.8.231,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.166.183,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.5.90,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.160.208,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.5.75,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.6.193,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.9.152,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.9.195,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.9.169,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.167.24,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.23.13.94,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.164.24,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.166.253.215,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.8.186,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.162.233,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.1.29,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.161.119,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.8.164,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.160.18,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.166.253.29,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.165.110,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.166.253.190,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.160.210,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.166.254.231,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.22.225.60,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.166.55,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.7.25,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.4.80,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.164.125,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.166.254.33,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.9.225,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.3.100,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.5.190,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.22.225.22,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.6.204,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.0.50,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.167.143,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,2.20.163.70,,80,open,54,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.4.23,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.166.253.183,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.166.254.40,,80,open,244,zmap
2025-10-30T15:35:29Z,2025-10-30T15-35-28Z,3.167.1.164,,80,open,244,zmap
