saddr,success,ttl
2.20.167.29,1,56
2.20.164.104,1,56
3.167.9.104,1,244
3.167.8.204,1,242
3.167.4.235,1,242
3.167.8.144,1,242
3.166.254.93,1,242
3.167.9.108,1,242
2.20.160.179,1,56
2.20.165.34,1,56
2.20.163.90,1,56
3.167.9.251,1,244
3.167.0.84,1,242
3.167.4.170,1,242
3.167.5.203,1,242
2.20.163.64,1,56
2.20.160.153,1,56
2.20.160.9,1,56
3.167.7.152,1,242
3.167.3.229,1,244
2.20.163.74,1,56
2.22.55.115,1,56
3.167.0.210,1,244
3.167.10.29,1,239
3.166.254.19,1,242
2.23.13.63,1,56
3.166.253.169,1,242
3.167.6.5,1,242
3.167.3.122,1,242
3.167.8.86,1,242
3.167.3.208,1,244
2.22.225.40,1,56
2.20.164.166,1,56
2.20.163.49,1,56
2.20.161.114,1,56
2.20.161.147,1,56
2.20.161.122,1,56
2.20.167.124,1,56
2.20.165.55,1,56
2.20.166.54,1,56
2.20.166.201,1,56
3.167.6.216,1,242
3.167.3.32,1,242
3.167.1.83,1,239
3.167.9.188,1,239
2.20.160.218,1,56
2.20.160.50,1,56
2.22.55.70,1,56
3.167.0.39,1,242
3.166.253.50,1,244
3.167.8.55,1,242
3.167.7.83,1,239
2.22.225.90,1,56
3.167.5.195,1,244
3.167.3.155,1,242
2.20.164.233,1,56
2.20.162.55,1,56
3.167.2.132,1,242
3.167.9.229,1,242
2.22.225.65,1,56
2.22.55.7,1,56
3.167.0.35,1,244
3.167.5.190,1,244
2.23.13.15,1,56
2.22.225.98,1,56
3.167.9.27,1,244
2.20.161.222,1,56
2.20.165.2,1,56
2.20.160.82,1,56
2.20.160.75,1,56
3.167.8.27,1,244
3.166.254.160,1,239
2.20.165.204,1,56
2.20.161.232,1,56
3.167.8.145,1,244
2.20.164.120,1,56
3.167.7.145,1,242
3.167.4.172,1,244
3.167.1.214,1,239
2.20.164.250,1,56
3.166.254.168,1,242
3.167.6.235,1,242
2.20.160.105,1,56
3.167.9.103,1,242
3.167.6.140,1,242
3.167.8.1,1,239
3.167.4.25,1,242
2.20.166.222,1,56
2.20.164.58,1,56
3.167.3.29,1,244
3.167.6.115,1,239
3.167.9.21,1,242
3.167.1.105,1,239
3.167.6.163,1,242
2.20.162.228,1,56
2.20.161.70,1,56
3.167.6.174,1,239
3.166.254.3,1,242
3.167.0.151,1,242
3.167.6.117,1,242
3.166.254.23,1,239
2.23.13.16,1,56
2.20.166.25,1,56
2.20.165.94,1,56
2.22.55.11,1,56
3.166.253.241,1,239
3.166.253.151,1,244
3.167.2.52,1,242
3.167.9.159,1,242
2.20.160.72,1,56
2.20.161.92,1,56
3.167.10.177,1,242
3.167.4.52,1,242
3.166.254.239,1,239
2.22.225.7,1,56
2.20.164.24,1,56
2.20.161.116,1,56
3.166.254.234,1,242
3.167.2.133,1,242
3.167.4.217,1,242
3.167.4.113,1,242
3.167.4.82,1,242
3.167.9.230,1,242
2.20.167.135,1,56
3.167.7.190,1,242
3.167.5.12,1,242
3.167.1.109,1,244
3.167.8.50,1,242
3.167.6.77,1,242
3.167.0.207,1,244
2.20.167.69,1,56
2.20.160.244,1,56
2.20.162.232,1,56
3.167.3.183,1,239
3.167.4.119,1,242
3.167.6.57,1,242
3.167.7.55,1,242
3.167.7.4,1,239
3.167.8.100,1,239
2.20.167.48,1,56
2.20.163.228,1,56
2.20.164.67,1,56
2.20.162.194,1,56
3.167.1.178,1,242
3.167.1.73,1,242
2.20.165.228,1,56
2.20.166.44,1,56
3.166.254.215,1,242
3.167.2.48,1,242
3.167.2.184,1,242
3.167.6.106,1,242
3.167.1.223,1,242
