scan_timestamp,run_id,ip,ip_block,port,status,ttl,source
2025-09-28T14:33:44Z,2025-09-28T14-33-36Z,158.37.63.194,158.37.63.0/24,80,open,57,zmap
2025-09-28T14:33:44Z,2025-09-28T14-33-36Z,158.37.63.54,158.37.63.0/24,80,open,56,zmap
2025-09-28T14:33:44Z,2025-09-28T14-33-36Z,158.37.63.35,158.37.63.0/24,80,open,57,zmap
