saddr,success,ttl
5.45.152.112,0,52
5.45.153.209,0,52
5.45.153.222,0,52
5.45.152.8,1,49
5.45.152.1,0,50
5.45.152.199,0,52
5.45.153.215,0,52
5.45.153.63,0,52
5.45.153.118,0,52
5.45.153.165,0,52
5.45.152.248,0,52
5.45.153.47,0,52
5.45.152.129,0,52
5.45.153.255,0,52
5.45.152.186,0,52
5.45.152.246,0,52
5.45.156.47,0,48
5.45.155.0,0,50
5.45.152.26,0,52
5.45.152.102,0,52
5.45.152.174,0,52
5.45.153.191,0,52
5.45.152.206,0,52
5.45.153.3,0,52
5.45.153.241,0,52
5.45.153.232,0,52
5.45.153.113,0,52
5.45.158.87,0,48
5.45.152.54,0,52
5.45.152.11,1,49
5.45.153.23,0,52
5.45.152.43,0,52
5.45.155.207,0,50
5.45.154.153,0,50
5.45.154.97,0,50
5.45.154.212,0,50
5.45.154.240,0,50
5.45.155.160,0,50
5.45.154.247,0,50
5.45.154.7,0,50
5.45.155.114,0,50
5.45.155.249,0,50
5.45.154.246,0,50
5.45.154.55,0,50
5.45.155.122,0,50
5.45.155.83,0,50
5.45.154.146,0,50
5.45.154.255,0,50
5.45.154.120,0,50
5.45.154.4,0,50
5.45.155.70,0,50
5.45.154.100,0,50
5.45.154.157,0,50
5.45.154.57,0,50
5.45.155.237,0,50
5.45.155.167,0,50
5.45.154.94,0,50
5.45.155.232,0,50
5.45.154.111,0,50
5.45.154.241,0,50
5.45.155.239,0,50
5.45.154.128,0,50
5.45.155.120,0,50
5.45.155.64,0,50
5.45.155.26,0,50
5.45.154.159,0,50
5.45.154.42,0,50
5.45.155.169,0,50
5.45.154.48,0,50
5.45.154.95,0,50
5.45.152.3,0,50
5.45.155.175,0,50
5.45.154.228,0,50
5.45.154.197,0,50
5.45.155.248,0,50
5.45.154.77,0,50
5.45.155.184,0,50
5.45.154.165,0,50
5.45.155.25,0,50
5.45.155.102,0,50
5.45.155.85,0,50
5.45.154.209,0,50
5.45.154.237,0,50
