saddr,success,ttl
5.83.230.207,0,50
5.83.231.37,0,50
5.83.229.134,0,49
5.83.227.34,0,50
5.83.231.58,0,50
5.83.229.166,0,49
5.83.230.48,0,50
5.83.229.171,0,49
5.83.224.12,0,51
5.83.230.68,0,50
5.83.227.166,0,51
5.83.230.110,0,50
5.83.230.132,0,50
5.83.230.22,0,50
5.83.227.79,0,50
5.83.230.72,0,50
5.83.230.21,0,50
5.83.224.203,0,50
5.83.224.237,0,51
5.83.225.113,0,242
5.83.229.198,0,51
5.83.230.135,0,50
5.83.230.142,0,50
5.83.227.237,0,243
5.83.225.57,0,240
5.83.227.198,1,113
5.83.225.97,0,241
5.83.224.120,0,50
5.83.225.73,0,243
5.83.224.97,0,242
5.83.225.77,0,243
5.83.230.116,0,50
5.83.227.41,0,50
5.83.227.26,0,50
5.83.227.42,0,50
5.83.225.250,0,49
5.83.231.45,0,50
5.83.230.152,0,50
5.83.227.61,0,50
5.83.227.202,0,51
5.83.230.106,0,50
5.83.229.179,0,49
5.83.230.91,0,50
5.83.230.175,0,50
5.83.230.100,0,50
5.83.230.58,0,50
5.83.227.234,0,51
5.83.230.189,0,50
5.83.224.49,0,50
5.83.230.157,0,50
5.83.230.82,0,50
5.83.230.137,0,50
5.83.224.177,0,243
5.83.224.157,0,243
5.83.225.125,0,243
5.83.224.181,0,243
5.83.225.149,0,243
5.83.224.221,0,244
5.83.229.1,0,242
5.83.225.185,0,243
5.83.224.130,0,49
5.83.227.36,0,50
5.83.224.44,0,50
5.83.224.205,0,50
5.83.225.78,0,51
5.83.231.56,0,50
5.83.227.62,0,50
5.83.231.67,0,51
5.83.224.227,0,50
5.83.227.30,0,50
5.83.227.46,0,50
5.83.230.180,0,50
5.83.230.174,0,50
5.83.230.18,0,50
5.83.224.204,0,50
5.83.230.52,0,50
5.83.224.197,0,242
5.83.229.224,0,51
5.83.230.218,0,50
5.83.227.217,0,242
5.83.230.176,0,50
5.83.229.193,0,243
5.83.227.80,0,50
5.83.225.241,0,243
5.83.224.103,0,50
5.83.229.196,0,51
5.83.231.193,0,243
5.83.227.60,0,50
5.83.227.75,0,50
5.83.230.131,0,50
5.83.229.130,0,49
5.83.224.235,0,51
5.83.230.5,0,50
5.83.227.74,0,50
5.83.229.226,0,51
5.83.230.95,0,50
5.83.230.160,0,50
5.83.230.76,0,50
5.83.229.211,0,51
5.83.225.34,0,50
5.83.230.35,0,50
5.83.227.85,0,50
5.83.230.173,0,50
5.83.229.204,0,51
5.83.227.49,0,50
5.83.229.175,0,49
5.83.230.163,0,50
5.83.230.141,0,50
5.83.229.221,0,51
5.83.230.70,0,50
5.83.225.226,1,49
5.83.227.253,0,243
5.83.227.134,0,51
5.83.230.12,0,50
5.83.225.81,0,241
5.83.230.169,0,50
5.83.230.56,0,50
5.83.230.113,0,50
5.83.225.129,0,243
5.83.227.133,0,243
5.83.225.9,0,243
5.83.231.65,0,243
5.83.225.61,0,243
5.83.231.114,0,51
5.83.227.21,0,50
5.83.231.60,0,50
5.83.227.25,0,50
5.83.230.111,0,50
5.83.229.145,0,49
5.83.231.41,0,50
5.83.230.74,0,50
5.83.230.49,0,50
5.83.230.156,0,50
5.83.229.214,0,51
5.83.229.129,0,241
5.83.225.157,0,243
5.83.231.38,0,50
5.83.229.143,0,49
5.83.227.52,0,50
5.83.229.146,0,49
5.83.230.26,0,50
5.83.224.42,0,50
5.83.224.22,0,49
5.83.230.225,0,50
5.83.224.122,0,50
5.83.230.96,0,50
5.83.225.117,0,242
5.83.229.195,0,51
5.83.225.121,0,242
5.83.225.216,0,50
5.83.225.210,0,50
5.83.225.220,0,50
