saddr,success,ttl
79.171.80.92,0,243
85.93.241.207,0,47
81.95.92.27,0,51
212.33.156.197,0,243
82.134.43.197,0,52
84.49.165.208,0,50
93.124.131.66,0,244
193.90.24.50,0,243
217.17.223.241,0,244
185.139.190.168,0,40
80.232.49.145,0,241
62.73.201.25,0,244
84.205.36.246,0,47
85.113.177.153,0,45
85.167.118.248,0,53
80.239.127.99,0,240
62.24.36.33,0,243
188.94.220.45,0,53
84.49.214.21,0,52
85.200.244.192,0,244
88.84.56.173,0,41
212.33.149.89,0,240
178.232.192.85,0,56
80.232.1.76,0,47
89.10.252.85,0,49
88.92.84.231,0,244
78.26.5.117,0,235
62.97.242.254,0,243
82.146.91.143,0,51
213.52.40.215,0,243
85.200.240.163,0,244
81.93.160.105,0,244
81.93.101.179,0,43
81.167.255.243,0,247
88.84.57.215,0,41
78.31.80.229,0,40
77.223.165.250,0,47
91.135.53.111,0,47
194.248.34.137,0,243
86.62.150.51,0,49
89.10.241.176,0,51
89.10.173.67,0,51
84.234.251.133,0,51
77.223.167.154,0,47
185.174.85.244,1,51
212.125.202.81,0,244
93.158.98.52,0,54
80.239.110.183,0,48
213.161.245.204,0,242
185.92.211.225,0,51
85.93.244.232,0,47
85.167.155.242,0,52
213.138.187.93,0,50
89.10.169.175,0,51
85.252.132.22,0,243
195.204.184.16,0,52
193.213.7.26,0,51
152.65.50.147,0,51
136.234.164.138,0,51
91.135.57.29,0,47
213.145.168.113,0,244
79.174.18.245,0,240
157.22.95.16,0,52
89.10.150.247,0,50
217.168.82.53,0,240
78.26.60.17,0,235
139.117.254.92,0,236
146.247.178.99,0,243
77.223.164.109,0,47
193.71.127.105,0,244
89.10.87.93,0,50
81.167.49.136,0,242
82.116.67.229,0,242
62.73.255.132,0,244
193.213.16.61,0,244
195.139.22.140,0,245
84.210.221.142,0,56
213.166.164.72,0,54
212.67.52.109,0,245
195.139.20.153,0,240
85.113.165.71,0,44
64.137.65.33,0,52
212.89.120.50,0,51
85.221.39.199,0,244
89.10.227.191,0,53
62.50.179.80,0,53
217.171.200.172,0,48
217.118.52.210,0,52
217.31.100.209,0,48
141.195.36.99,0,44
193.213.63.153,0,241
195.139.250.181,0,48
62.97.170.66,0,56
91.218.184.123,0,52
62.101.244.105,0,240
141.195.36.87,0,43
85.93.235.27,0,47
88.88.44.71,0,53
46.226.11.207,0,53
89.151.205.130,0,53
194.248.34.33,0,244
217.149.113.121,0,245
85.93.227.184,0,47
91.209.31.161,0,50
136.234.218.85,0,52
178.164.25.211,0,53
37.26.213.86,0,245
85.113.166.135,0,43
37.18.51.132,0,52
5.100.176.169,0,47
46.203.63.13,0,52
89.10.118.52,0,52
82.146.83.98,0,51
89.250.121.215,0,245
82.134.104.228,0,244
84.49.170.253,0,51
185.221.53.117,0,53
109.169.107.53,0,52
5.100.176.93,0,47
146.247.190.76,0,54
195.225.4.57,0,244
