saddr,success,ttl
5.249.251.124,1,53
5.249.254.49,0,53
5.249.229.63,1,55
5.249.251.43,0,54
5.249.255.72,1,54
5.249.251.13,1,53
5.249.254.10,1,54
5.249.229.204,1,55
5.249.254.143,0,54
5.249.251.83,1,53
5.249.254.140,0,53
5.249.255.86,1,53
5.249.252.8,0,54
5.249.252.188,0,54
5.249.254.55,1,53
5.249.226.45,1,55
5.249.255.54,0,54
5.249.254.66,1,54
5.249.254.88,1,118
5.249.254.130,1,53
5.249.255.85,1,53
5.249.254.60,0,54
5.249.229.46,0,54
5.249.251.24,1,54
5.249.254.230,1,53
5.249.255.199,1,54
5.249.226.78,1,55
5.249.226.50,1,56
5.249.254.166,1,53
5.249.254.126,1,53
5.249.254.5,1,53
5.249.254.81,1,54
5.249.229.68,0,56
