saddr,success,ttl
5.45.153.0,0,52
5.45.153.242,0,52
5.45.153.203,0,52
5.45.152.175,0,52
5.45.153.35,0,52
5.45.153.194,0,52
5.45.152.167,0,52
5.45.152.11,1,49
5.45.152.105,0,52
5.45.156.213,0,48
5.45.152.201,0,52
5.45.152.254,0,52
5.45.153.198,0,52
5.45.153.26,0,52
5.45.152.239,0,52
5.45.153.33,0,52
5.45.153.174,0,52
5.45.153.146,0,52
5.45.152.40,0,52
5.45.153.75,0,52
5.45.153.157,0,52
5.45.152.7,1,49
5.45.152.161,0,52
5.45.153.50,0,52
5.45.152.155,0,52
5.45.153.173,0,52
5.45.154.229,0,50
5.45.155.189,0,50
5.45.155.37,0,50
5.45.155.9,0,50
5.45.154.39,0,50
5.45.154.12,0,50
5.45.155.28,0,50
5.45.155.237,0,50
5.45.155.178,0,50
5.45.154.120,0,50
5.45.154.97,0,50
5.45.154.129,0,50
5.45.154.242,0,50
5.45.155.45,0,50
5.45.154.237,0,50
5.45.154.180,0,50
5.45.155.155,0,50
5.45.154.88,0,50
5.45.154.205,0,50
5.45.154.109,0,50
5.45.154.127,0,50
5.45.154.214,0,50
5.45.154.247,0,50
5.45.155.136,0,50
5.45.155.206,0,50
5.45.155.221,0,50
5.45.155.160,0,50
5.45.154.84,0,50
5.45.155.93,0,50
5.45.155.14,0,50
5.45.155.161,0,50
5.45.154.213,0,50
5.45.155.139,0,50
5.45.154.171,0,50
5.45.154.58,0,50
5.45.154.67,0,50
5.45.155.250,0,50
5.45.155.218,0,50
5.45.155.248,0,50
5.45.155.76,0,50
5.45.155.176,0,50
5.45.154.4,0,50
5.45.155.13,0,50
5.45.152.5,0,50
5.45.155.217,0,50
5.45.155.100,0,50
5.45.154.250,0,50
5.45.155.60,0,50
5.45.154.121,0,50
