scan_timestamp,run_id,ip,ip_block,port,status,ttl,source
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,77.70.255.250,,80,closed,244,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,84.234.155.219,,80,open,60,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,185.178.7.63,,80,closed,55,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,89.10.134.184,,80,closed,55,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,84.49.147.45,,80,closed,55,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,79.160.38.90,,80,open,124,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,81.191.27.239,,80,closed,53,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,185.144.128.226,,80,closed,250,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,217.144.253.171,,80,open,57,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,82.134.93.199,,80,closed,56,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,85.252.104.94,,80,closed,247,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,185.62.163.39,,80,open,245,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,80.232.64.6,,80,closed,247,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,62.176.223.208,,80,closed,249,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,213.161.246.111,,80,closed,246,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,84.205.62.19,,80,closed,53,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,185.226.151.99,,80,closed,58,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,80.202.235.198,,80,closed,57,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,194.127.198.163,,80,closed,251,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,89.10.246.181,,80,closed,55,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,5.100.187.179,,80,closed,5,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,80.232.2.34,,80,closed,52,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,77.88.86.218,,80,closed,56,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,84.205.40.210,,80,open,50,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,62.92.109.1,,80,closed,56,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,89.250.118.3,,80,open,248,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,212.89.122.57,,80,closed,55,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,89.151.255.58,,80,closed,251,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,213.161.249.161,,80,closed,246,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,80.239.110.145,,80,closed,52,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,79.160.136.204,,80,closed,59,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,89.10.246.5,,80,closed,55,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,195.181.154.226,,80,closed,67,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,87.238.47.128,,80,closed,60,zmap
2025-10-03T12:59:10Z,2025-10-03T12-58-54Z,155.4.4.51,,80,closed,48,zmap
