scan_timestamp,run_id,ip,ip_block,port,status,ttl,source
2025-10-03T12:58:18Z,2025-10-03T12-58-09Z,77.70.255.250,,80,closed,244,zmap
2025-10-03T12:58:18Z,2025-10-03T12-58-09Z,84.234.155.219,,80,open,60,zmap
2025-10-03T12:58:27Z,2025-10-03T12-58-09Z,77.70.255.250,,443,closed,244,zmap
2025-10-03T12:58:27Z,2025-10-03T12-58-09Z,84.234.155.219,,443,open,60,zmap
