saddr,success,ttl
2.20.164.74,1,56
23.44.35.109,1,56
2.20.165.139,1,56
23.49.21.202,1,56
20.251.87.82,1,114
20.251.30.87,1,50
3.167.8.205,1,239
23.45.147.169,1,56
23.44.40.49,1,56
23.49.29.47,1,56
20.251.201.232,0,50
23.44.46.161,1,56
23.44.35.123,1,56
23.49.25.135,1,56
23.49.30.154,1,56
23.49.29.228,1,56
4.235.97.147,1,114
20.100.249.111,1,114
20.251.87.207,1,114
3.167.1.167,1,244
5.45.153.109,0,51
5.45.152.168,0,51
5.45.153.90,0,51
2.20.162.108,1,56
20.100.236.227,1,114
23.44.35.11,1,56
20.100.254.10,1,114
4.220.29.150,1,114
20.251.182.164,1,114
20.251.245.67,1,114
31.169.52.103,0,246
2.20.162.61,1,56
23.45.146.46,1,56
31.24.129.38,1,53
4.177.21.102,1,114
20.251.239.115,1,114
4.177.9.75,1,49
5.83.230.12,0,48
5.100.181.27,0,50
31.129.115.32,0,53
23.49.31.46,1,56
23.49.21.112,1,56
4.219.14.236,1,50
23.49.26.110,1,56
4.235.15.12,1,49
23.45.144.45,1,56
20.100.133.73,1,114
5.83.230.7,0,48
3.167.6.6,1,242
23.49.19.219,1,56
23.49.18.8,1,56
4.235.104.117,1,50
5.100.183.78,0,50
3.167.8.201,1,244
5.100.182.12,0,50
31.129.115.47,0,53
23.49.29.52,1,56
23.49.22.64,1,56
4.220.8.210,1,114
23.49.28.144,1,56
20.100.138.17,1,49
31.169.52.170,0,246
5.100.179.224,0,50
4.220.1.234,1,49
20.251.108.97,1,114
20.100.31.163,1,114
23.49.16.33,1,56
23.49.18.187,1,56
2.20.165.223,1,56
2.20.165.80,1,56
20.251.32.142,1,241
23.36.77.43,1,56
23.44.44.161,1,56
2.20.162.225,1,56
4.219.15.147,0,50
31.169.52.222,0,246
5.100.185.143,0,50
3.167.5.114,1,242
23.49.30.153,1,56
23.44.34.206,1,56
2.20.162.145,1,56
23.49.18.16,1,56
31.169.52.114,0,246
31.169.48.168,0,247
2.20.160.213,1,56
4.220.25.131,1,114
5.83.227.185,0,240
3.167.5.59,1,242
5.100.181.119,0,50
31.129.115.206,0,53
3.167.4.121,1,239
23.44.35.148,1,56
23.49.29.160,1,56
23.49.30.83,1,56
4.219.11.136,1,49
20.100.234.218,1,114
20.251.93.20,1,114
4.220.25.107,1,114
31.24.134.240,0,53
3.166.254.179,1,242
31.129.115.180,0,53
23.36.77.118,1,56
23.45.146.25,1,56
20.251.143.223,1,114
23.49.20.43,1,56
20.209.25.225,1,114
20.251.134.3,1,48
5.100.182.11,0,50
31.45.5.223,0,54
3.167.0.70,1,239
23.44.33.45,1,56
20.251.18.221,1,114
20.251.176.50,1,50
2.20.164.33,1,56
23.49.29.189,1,56
23.44.35.14,1,56
20.100.243.197,1,114
5.100.178.167,0,50
5.100.183.172,0,3
5.100.182.123,0,50
3.167.7.220,1,242
5.45.152.108,0,51
5.45.155.78,0,52
20.251.106.117,1,114
23.44.47.225,1,56
23.44.44.183,1,56
23.44.43.206,1,56
23.44.44.229,1,56
20.251.77.94,1,49
5.45.152.21,0,51
5.45.153.65,0,51
2.20.161.121,1,56
23.44.45.32,1,56
23.49.24.177,1,56
20.100.249.114,1,114
20.100.251.70,1,114
20.251.40.158,1,114
5.83.225.9,0,241
5.100.182.221,0,50
5.100.185.217,0,50
31.129.115.139,0,53
23.44.39.108,1,56
23.45.144.89,1,56
2.20.163.148,1,56
2.20.166.151,1,56
23.44.32.133,1,56
23.49.23.212,1,56
2.20.167.157,1,56
2.20.167.189,1,56
20.100.245.211,1,114
23.45.145.225,1,56
4.177.18.6,1,49
23.49.22.114,1,56
23.45.147.202,1,56
23.49.23.26,1,56
31.24.130.165,0,53
4.220.40.211,0,50
5.100.179.244,0,50
5.100.176.17,0,50
3.167.7.48,1,242
5.45.152.128,0,51
23.45.144.226,1,56
31.24.135.72,1,53
5.252.244.66,1,54
23.45.144.164,1,56
2.20.164.137,1,56
20.251.19.208,1,114
2.20.166.183,1,56
23.49.17.252,1,56
20.251.143.118,1,49
20.47.48.50,1,116
3.166.254.76,1,242
3.166.253.134,1,242
31.24.130.242,0,53
23.44.44.199,1,56
20.251.89.179,1,49
23.49.29.117,1,56
20.100.249.68,1,49
23.45.146.134,1,56
31.169.52.99,0,246
2.20.164.205,1,56
4.220.27.113,1,114
23.49.17.201,1,56
4.177.14.174,1,114
3.167.10.67,1,242
3.167.7.187,1,242
5.180.83.50,0,55
23.44.37.215,1,56
23.49.26.30,1,56
23.49.25.194,1,56
31.135.2.217,1,56
2.20.167.238,1,56
20.251.234.100,1,49
4.177.8.202,1,113
3.167.2.63,1,239
31.129.115.232,0,53
5.45.153.140,0,51
2.20.160.228,1,56
23.0.161.16,1,56
20.251.245.245,1,114
23.44.34.86,1,56
20.251.237.193,1,114
4.177.16.211,1,114
23.49.30.43,1,56
20.251.140.29,1,49
20.251.98.132,1,49
31.24.131.73,0,53
20.251.141.5,1,114
5.249.254.115,1,51
5.100.178.68,0,50
3.167.0.179,1,244
23.49.17.17,1,56
23.45.146.219,1,56
23.49.26.20,1,56
23.44.43.165,1,56
31.24.130.199,0,53
23.44.41.208,1,56
2.20.160.188,1,56
2.20.162.3,1,56
2.22.225.129,1,56
23.44.47.236,1,56
4.177.14.247,1,114
5.249.254.58,0,51
3.167.10.243,1,242
5.45.154.217,0,52
23.44.39.190,1,56
23.44.38.75,1,56
20.251.182.130,1,114
20.100.170.65,1,114
20.38.120.66,1,114
20.251.171.89,0,50
31.169.54.173,0,245
5.100.187.68,0,50
5.45.153.186,0,51
23.45.145.154,1,56
20.251.20.45,1,49
4.177.13.104,1,48
23.49.31.162,1,56
2.20.160.211,1,56
23.49.16.233,1,56
20.251.144.193,1,50
4.220.45.82,1,114
20.251.201.151,1,114
5.249.228.222,0,51
5.100.181.225,0,50
3.167.7.58,1,239
3.167.5.74,1,239
31.45.52.98,0,54
23.44.43.142,1,56
20.251.237.63,1,114
23.44.44.137,1,56
2.23.13.124,1,56
4.220.45.3,1,49
23.33.119.86,1,56
23.49.19.79,1,56
4.177.15.111,1,114
20.251.104.86,1,114
5.83.231.90,0,48
5.180.83.220,0,55
20.100.41.234,1,49
31.169.52.213,0,246
20.251.176.62,1,114
2.20.166.219,1,56
23.44.45.210,1,56
4.219.4.33,1,50
4.235.14.93,1,49
5.100.179.69,0,50
3.167.8.143,1,242
31.24.134.8,0,53
23.45.146.41,1,56
23.49.22.171,1,56
23.49.17.237,1,56
5.249.255.202,0,51
3.166.254.239,1,239
31.24.130.238,0,53
23.44.46.107,1,56
31.24.135.178,1,53
2.23.13.51,1,56
20.251.177.85,1,114
23.44.36.153,1,56
23.49.23.99,1,56
3.167.4.140,1,239
5.45.153.190,0,51
5.183.100.180,0,52
4.177.15.191,1,114
23.44.39.37,1,56
23.49.20.223,1,56
20.251.107.77,1,114
23.49.23.211,1,56
23.44.35.183,1,56
23.49.19.29,1,56
23.44.46.228,1,56
4.220.27.45,1,49
20.251.239.214,1,49
4.220.1.97,1,114
5.100.177.78,0,50
31.24.134.28,0,53
31.24.130.55,0,53
23.44.35.142,1,56
31.169.52.65,0,246
20.251.247.42,1,114
20.100.35.77,1,114
20.100.240.80,1,241
5.100.187.152,0,50
3.167.1.33,1,244
31.169.49.130,0,247
2.20.164.96,1,56
2.20.162.160,1,56
23.49.22.100,1,56
23.45.144.93,1,56
23.49.22.34,1,56
23.36.76.132,1,56
23.49.21.37,1,56
23.44.47.195,1,56
23.36.76.117,1,56
23.44.35.140,1,56
20.251.161.61,1,50
31.169.54.186,0,245
3.166.254.160,1,242
3.167.0.236,1,239
5.183.100.129,0,52
23.45.145.229,1,56
23.44.36.229,1,56
23.44.38.57,1,56
20.100.45.18,1,114
23.44.47.156,1,56
20.251.168.92,1,50
3.167.10.253,1,242
3.167.7.81,1,242
3.167.0.167,1,242
3.167.10.136,1,242
5.45.153.248,0,51
23.44.46.194,1,56
5.252.244.167,1,55
20.251.65.74,1,114
20.251.177.77,1,49
23.33.119.31,1,56
2.20.165.202,1,56
20.100.239.175,1,114
23.44.42.247,1,56
20.251.102.245,1,114
23.214.96.140,1,48
3.167.5.8,1,239
5.183.100.100,0,52
2.20.167.69,1,56
20.100.137.208,1,49
23.45.145.185,1,56
23.44.32.171,1,56
3.166.254.150,1,242
31.24.134.143,0,53
23.49.27.73,1,56
23.49.28.226,1,56
23.44.44.138,1,56
23.49.21.223,1,56
23.44.41.254,1,56
23.44.40.41,1,56
23.44.38.159,1,56
20.251.234.126,1,49
20.47.48.25,1,116
31.169.54.156,0,245
3.167.9.19,1,242
3.167.1.27,1,242
3.167.8.61,1,244
3.167.3.218,1,242
5.45.152.141,0,51
5.45.154.92,0,52
20.251.238.98,1,114
23.44.38.229,1,56
23.49.27.235,1,56
31.169.54.239,0,245
5.158.192.71,1,113
5.100.184.155,0,50
20.251.17.107,1,241
5.45.154.54,0,52
4.220.1.156,1,114
2.20.162.196,1,56
2.20.163.247,1,56
23.49.18.186,1,56
23.45.146.167,1,56
20.251.213.180,1,114
20.251.137.233,1,48
31.169.54.0,0,245
5.158.193.57,1,113
5.100.181.52,0,50
5.100.185.234,0,50
23.45.147.38,1,56
23.44.47.157,1,56
23.45.144.193,1,56
23.45.147.31,1,56
23.33.119.204,1,56
23.49.25.216,1,56
4.220.26.190,1,114
23.44.35.17,1,56
20.100.136.100,1,49
31.45.23.164,0,54
5.249.252.154,0,51
3.167.6.208,1,244
4.235.78.227,0,50
23.49.26.181,1,56
23.49.26.239,1,56
20.100.133.141,1,49
31.135.2.193,1,56
20.251.180.139,1,114
20.251.239.17,1,114
3.166.254.167,1,244
3.167.3.94,1,244
23.44.43.173,1,56
23.49.23.91,1,56
23.49.23.21,1,56
2.20.166.139,1,56
23.44.35.83,1,56
23.44.41.212,1,56
23.45.146.38,1,56
23.44.39.102,1,56
23.44.41.157,1,56
20.100.163.80,1,49
5.83.230.86,0,48
5.158.194.131,0,49
23.213.134.68,1,48
3.167.1.51,1,244
23.44.41.245,1,56
31.24.135.39,1,53
31.24.128.70,1,53
31.169.48.131,1,55
23.44.36.72,1,56
4.220.20.114,1,114
20.251.64.238,1,114
4.177.17.67,1,49
4.177.21.164,1,49
3.167.10.176,1,242
3.166.253.42,1,244
5.45.152.175,0,51
5.45.154.179,0,52
20.251.44.224,0,114
20.100.217.252,1,114
20.251.237.214,1,114
20.251.17.70,1,49
31.204.79.243,1,113
31.169.49.249,0,246
5.100.183.53,0,101
5.100.179.165,0,50
3.167.4.123,1,242
31.24.133.78,0,53
23.44.43.212,1,56
2.22.225.13,1,56
23.49.16.74,1,56
23.49.21.195,1,56
23.44.42.186,1,56
23.49.30.232,1,56
23.44.42.72,1,56
2.23.13.17,1,56
23.44.32.219,1,56
23.44.40.230,1,56
20.60.207.101,1,114
31.24.130.68,0,53
4.220.44.149,1,49
20.100.153.138,1,49
20.251.183.96,1,114
31.204.79.117,0,240
31.45.109.126,1,52
5.100.177.109,0,3
3.167.10.228,1,239
5.183.100.161,0,52
23.44.46.200,1,56
23.33.119.210,1,56
23.49.27.28,1,56
20.251.183.195,1,114
20.251.40.46,1,50
20.100.31.122,1,114
5.100.180.183,0,50
5.100.187.252,0,50
3.167.5.29,1,242
5.100.181.147,0,50
23.44.46.29,1,56
20.100.52.61,1,49
20.251.182.148,1,49
20.100.218.111,1,114
23.44.47.98,1,56
20.100.230.62,1,114
23.49.24.44,1,56
23.49.25.89,1,56
4.219.7.115,1,114
5.83.229.154,0,47
5.100.177.210,0,50
3.167.1.161,1,242
5.100.182.77,0,3
3.167.8.229,1,242
23.49.28.175,1,56
20.150.121.165,1,114
23.44.46.22,1,56
20.251.139.119,1,114
4.220.43.177,1,114
3.167.4.57,1,239
5.183.100.16,0,52
23.49.20.24,1,56
23.49.29.123,1,56
23.44.36.179,1,56
31.135.2.117,1,56
4.219.1.122,0,50
23.44.35.149,1,56
23.49.20.235,1,56
20.100.235.113,1,114
23.49.19.213,1,56
31.169.54.9,0,245
23.44.32.69,1,56
20.251.19.203,1,114
23.45.146.20,1,56
20.251.1.9,1,49
4.220.27.166,1,114
3.167.8.117,1,242
23.45.147.215,1,56
23.49.28.77,1,56
23.44.46.89,1,56
23.49.25.225,1,56
31.24.135.169,1,53
23.44.36.165,1,56
31.24.135.209,1,53
20.251.80.199,1,49
20.251.239.111,1,114
20.251.129.91,1,49
20.251.239.6,1,114
20.251.14.113,1,114
5.83.231.50,0,48
5.100.181.228,0,50
3.167.6.50,1,242
23.44.34.84,1,56
23.44.33.3,1,56
4.235.9.114,1,49
20.251.152.46,0,50
3.167.3.223,1,242
3.166.254.236,1,242
5.183.100.99,0,52
23.49.26.163,1,56
23.49.25.161,1,56
23.45.144.104,1,56
23.49.19.253,1,56
23.49.23.251,1,56
23.44.36.144,1,56
5.45.154.62,0,52
23.44.43.253,1,56
5.44.64.47,0,248
23.49.19.161,1,56
4.219.3.73,0,50
20.33.194.67,1,116
3.167.9.76,1,239
3.167.4.205,1,242
3.167.6.191,1,239
3.167.8.54,1,242
5.45.154.66,0,52
31.24.130.251,0,53
20.251.78.162,1,114
23.44.36.110,1,56
23.49.16.20,1,56
20.100.243.213,1,114
31.25.216.132,0,248
5.100.176.228,0,3
5.100.190.154,0,49
23.214.96.92,0,49
23.49.30.123,1,56
23.44.42.194,1,56
23.49.24.58,1,56
20.251.80.77,1,49
20.251.18.195,1,114
20.100.46.171,1,114
5.100.179.137,0,3
3.167.1.1,1,239
20.251.141.6,1,114
2.20.166.204,1,56
20.251.204.224,1,50
23.44.34.18,1,56
31.24.135.66,1,53
4.177.15.116,1,114
23.49.20.45,1,56
23.45.145.76,1,56
23.44.36.95,1,56
23.44.37.73,1,56
20.251.69.242,1,114
20.251.48.155,1,50
4.220.47.54,1,114
20.251.135.30,1,49
20.251.169.134,1,50
5.100.179.97,0,50
3.167.8.88,1,242
5.100.185.188,0,50
23.33.119.187,1,56
2.20.163.197,1,56
23.0.161.126,1,56
20.100.131.2,1,114
23.44.36.215,1,56
20.251.71.67,1,49
20.251.237.234,1,114
4.220.28.194,1,114
23.49.24.57,1,56
31.169.49.127,0,247
31.24.131.136,0,53
31.169.48.62,0,244
5.100.182.41,0,50
3.167.3.179,1,239
20.251.100.224,1,114
20.100.252.59,1,114
23.44.39.171,1,56
2.20.166.150,1,56
23.44.45.226,1,56
20.100.252.117,1,114
3.167.5.110,1,239
5.100.184.133,0,50
3.166.254.75,1,242
3.167.9.58,1,239
23.49.29.76,1,56
2.20.164.195,1,56
2.23.13.115,1,56
23.49.23.184,1,56
23.44.44.24,1,56
23.49.18.40,1,56
23.49.21.59,1,56
23.44.35.192,1,56
20.251.76.231,1,114
20.251.153.69,1,50
20.100.231.12,1,49
23.49.27.132,1,56
23.49.19.142,1,56
2.20.160.25,1,56
23.49.26.114,1,56
20.100.218.36,1,114
31.24.129.5,1,53
5.249.254.12,1,51
5.100.183.131,0,105
3.166.254.135,1,239
3.167.0.38,1,244
3.167.9.195,1,239
23.44.44.44,1,56
20.100.233.253,1,49
2.22.225.61,1,56
20.100.61.93,1,49
5.249.254.136,1,51
20.100.134.21,1,114
3.167.9.140,1,242
2.20.165.93,1,56
23.49.20.34,1,56
23.44.41.231,1,56
20.251.80.158,1,49
23.44.39.163,1,56
3.167.4.220,1,242
