saddr,success,ttl
2.20.165.105,1,56
2.20.166.113,1,56
2.22.225.67,1,56
2.20.161.208,1,56
2.20.161.40,1,56
2.20.162.245,1,56
2.22.55.33,1,56
2.20.167.17,1,56
2.20.164.81,1,56
2.20.163.14,1,56
2.20.161.212,1,56
2.20.162.98,1,56
2.22.225.128,1,56
2.20.166.83,1,56
2.22.55.121,1,56
2.20.163.245,1,56
2.20.165.224,1,56
2.20.166.150,1,56
2.20.161.170,1,56
2.20.164.41,1,56
2.20.160.236,1,56
2.22.225.16,1,56
2.20.165.211,1,56
2.20.160.102,1,56
2.20.161.253,1,56
2.20.161.55,1,56
2.22.225.110,1,56
2.22.225.75,1,56
2.20.162.16,1,56
2.20.163.58,1,56
2.23.13.5,1,56
2.20.165.175,1,56
2.20.166.42,1,56
2.20.167.129,1,56
2.23.13.94,1,56
2.20.163.238,1,56
2.20.166.200,1,56
2.20.160.187,1,56
2.20.165.125,1,56
2.20.165.166,1,56
2.20.161.70,1,56
2.20.165.245,1,56
2.20.163.38,1,56
2.20.160.95,1,56
2.20.160.36,1,56
2.20.163.157,1,56
2.20.165.110,1,56
2.20.165.193,1,56
2.20.166.112,1,56
2.20.162.244,1,56
2.22.55.112,1,56
2.20.161.71,1,56
2.20.165.181,1,56
2.20.164.204,1,56
2.20.161.77,1,56
2.20.165.52,1,56
2.20.163.138,1,56
2.22.55.59,1,56
2.20.165.61,1,56
2.22.55.90,1,56
2.20.160.208,1,56
2.22.225.41,1,56
2.20.161.171,1,56
2.20.161.234,1,56
2.20.161.191,1,56
2.20.167.178,1,56
2.20.161.198,1,56
2.20.166.134,1,56
2.20.162.110,1,56
2.22.55.114,1,56
2.20.167.165,1,56
2.20.162.38,1,56
2.22.55.71,1,56
2.20.164.115,1,56
2.23.13.14,1,56
2.20.165.127,1,56
2.22.225.7,1,56
2.20.160.226,1,56
2.20.164.177,1,56
2.20.163.145,1,56
2.20.167.224,1,56
2.20.165.32,1,56
2.20.160.139,1,56
2.23.13.100,1,56
2.22.55.81,1,56
2.20.164.170,1,56
2.20.167.246,1,56
2.22.55.98,1,56
2.20.166.220,1,56
2.23.13.66,1,56
2.20.165.156,1,56
2.20.160.29,1,56
2.22.225.57,1,56
2.20.167.226,1,56
2.20.160.96,1,56
2.20.163.208,1,56
2.20.163.25,1,56
2.20.165.195,1,56
2.20.166.90,1,56
2.20.167.223,1,56
