scan_timestamp,run_id,ip,ip_block,port,status,ttl,source
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.116,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.246,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.90,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.172,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.136,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.148,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.56,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.194,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.43,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.109,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.130,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.7,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.37,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.158,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.129,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.247,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.200,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.201,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.28,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.224,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.104,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.250,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.205,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.73,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.89,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.134,,80,open,57,zmap
2025-11-03T15:33:28Z,2025-11-03T15-33-28Z,2.20.160.45,,80,open,57,zmap
