saddr,success,ttl
5.83.227.29,0,50
5.83.224.6,0,49
5.83.230.58,0,50
5.83.230.89,0,50
5.83.230.163,0,50
5.83.227.149,0,243
5.83.227.241,0,242
5.83.229.180,0,49
5.83.229.151,0,49
5.83.227.67,0,50
5.83.229.148,0,49
5.83.230.63,0,50
5.83.230.180,0,50
5.83.227.84,0,50
5.83.230.30,0,50
5.83.227.32,0,50
5.83.231.76,0,51
5.83.231.69,0,51
5.83.229.169,0,49
5.83.229.155,0,49
5.83.227.72,0,50
5.83.225.117,0,242
5.83.230.139,0,50
5.83.230.79,0,50
5.83.229.196,0,51
5.83.229.216,0,51
5.83.225.125,0,243
5.83.227.79,0,50
5.83.224.115,0,50
5.83.227.34,0,50
5.83.230.50,0,50
5.83.230.35,0,50
5.83.227.63,0,50
5.83.224.9,0,243
5.83.227.185,0,242
5.83.231.50,0,50
5.83.230.93,0,50
5.83.230.16,0,50
5.83.230.36,0,50
5.83.224.42,0,50
5.83.231.100,0,51
5.83.230.136,0,50
5.83.230.166,0,50
5.83.229.221,0,51
5.83.231.105,0,241
5.83.231.25,0,240
5.83.227.213,0,243
5.83.227.155,1,50
5.83.231.145,0,243
5.83.230.98,0,50
5.83.224.17,0,243
5.83.224.102,0,50
5.83.227.62,0,50
5.83.225.178,0,49
5.83.227.56,0,50
5.83.224.101,0,50
5.83.227.22,0,50
5.83.230.202,0,50
5.83.230.43,0,50
5.83.224.235,0,51
5.83.230.74,0,50
5.83.230.67,0,50
5.83.229.170,0,49
5.83.231.146,0,51
5.83.229.173,0,49
5.83.227.157,0,50
5.83.224.97,0,242
5.83.230.42,0,50
5.83.230.141,0,50
5.83.230.174,0,50
5.83.230.20,0,50
5.83.230.87,0,50
5.83.224.165,1,114
5.83.227.197,0,242
5.83.225.157,0,243
5.83.229.149,0,49
5.83.227.65,0,50
5.83.230.116,0,50
5.83.224.227,0,50
5.83.229.161,0,49
5.83.229.132,0,49
5.83.229.135,0,49
5.83.227.71,0,50
5.83.224.45,0,50
5.83.227.145,0,242
5.83.230.103,0,50
5.83.230.68,0,50
5.83.227.205,0,243
5.83.227.73,0,50
5.83.224.105,0,50
5.83.231.67,0,51
5.83.230.110,0,50
5.83.229.210,0,51
5.83.231.49,0,50
5.83.224.36,0,50
5.83.227.82,0,50
5.83.231.129,0,242
5.83.229.204,0,51
5.83.224.222,0,243
5.83.224.237,0,51
5.83.230.154,0,50
5.83.224.201,0,242
5.83.229.226,0,51
5.83.224.103,0,50
5.83.227.42,0,50
5.83.229.181,0,49
5.83.231.39,0,50
5.83.224.116,0,50
5.83.224.43,0,50
5.83.230.11,0,50
5.83.231.113,0,243
5.83.231.65,0,243
5.83.229.147,0,49
5.83.230.84,0,50
5.83.227.245,0,243
5.83.231.52,0,50
5.83.231.44,0,50
5.83.224.124,0,50
5.83.224.107,0,50
5.83.229.218,0,51
5.83.227.74,0,50
5.83.229.145,0,49
5.83.230.205,0,50
5.83.227.45,0,50
5.83.231.60,0,50
5.83.230.51,0,50
5.83.229.206,0,51
5.83.229.175,0,49
5.83.230.198,0,50
5.83.229.202,0,51
5.83.229.183,0,49
5.83.230.81,0,50
5.83.231.131,0,50
5.83.230.49,0,50
5.83.230.56,0,50
5.83.231.78,0,51
5.83.229.228,0,51
5.83.224.225,0,242
5.83.230.100,0,50
5.83.230.207,0,50
5.83.230.140,0,50
5.83.230.71,0,50
5.83.230.10,0,50
5.83.229.214,0,51
5.83.225.33,0,242
5.83.231.186,0,243
5.83.230.26,0,50
5.83.230.213,0,50
5.83.227.229,0,243
5.83.225.221,0,50
5.83.225.217,0,50
5.83.225.218,0,50
