saddr,success,ttl
5.45.152.21,0,52
5.45.153.82,0,52
5.45.153.33,0,52
5.45.152.42,0,52
5.45.152.48,0,52
5.45.153.117,0,52
5.45.153.8,0,52
5.45.158.134,0,48
5.45.152.1,0,50
5.45.152.24,0,52
5.45.153.123,0,52
5.45.159.98,0,48
5.45.154.105,0,50
5.45.155.213,0,50
5.45.152.27,0,52
5.45.153.219,0,52
5.45.153.89,0,52
5.45.153.179,0,52
5.45.152.102,0,52
5.45.153.205,0,52
5.45.152.138,0,52
5.45.152.232,0,52
5.45.156.213,0,48
5.45.153.202,0,52
5.45.153.180,0,52
5.45.155.175,0,50
5.45.154.120,0,50
5.45.155.148,0,50
5.45.154.21,0,50
5.45.154.139,0,50
5.45.155.44,0,50
5.45.155.184,0,50
5.45.154.47,0,50
5.45.154.169,0,50
5.45.154.239,0,50
5.45.154.123,0,50
5.45.155.62,0,50
5.45.154.166,0,50
5.45.155.136,0,50
5.45.155.94,0,50
5.45.154.245,0,50
5.45.154.215,0,50
5.45.155.221,0,50
5.45.155.9,0,50
5.45.155.50,0,50
5.45.155.190,0,50
5.45.155.196,0,50
5.45.154.221,0,50
5.45.155.45,0,50
5.45.155.33,0,50
5.45.155.151,0,50
5.45.154.167,0,50
5.45.155.251,0,50
5.45.155.192,0,50
5.45.155.124,0,50
5.45.155.214,0,50
5.45.155.216,0,50
5.45.155.210,0,50
5.45.155.244,0,50
5.45.154.131,0,50
5.45.155.58,0,50
5.45.155.134,0,50
5.45.154.58,0,50
