scan_timestamp,run_id,ip,ip_block,port,status,ttl,source
2025-09-28T14:41:37Z,2025-09-28T14-41-29Z,158.37.63.54,158.37.63.0/24,80,open,57,zmap
2025-09-28T14:41:45Z,2025-09-28T14-41-29Z,158.37.63.164,158.37.63.0/24,443,open,57,zmap
2025-09-28T14:41:45Z,2025-09-28T14-41-29Z,158.37.63.146,158.37.63.0/24,443,closed,57,zmap
2025-09-28T14:41:45Z,2025-09-28T14-41-29Z,158.37.63.38,158.37.63.0/24,443,open,56,zmap
